ENSEMBL Gene ID	Gene symbol	siUPF1LL vs NT log2(fold change)	False discovery rate (FDR)
ENSG00000163026	C2orf44	-0.116883632	0.109895773
ENSG00000163029	SMC6	0.092831446	0.118985626
ENSG00000163032	VSNL1	-0.668080815	0.025540499
ENSG00000163040	CCDC74A	-0.195995983	0.143942637
ENSG00000163041	H3F3A	0.321674688	1.68281E-05
ENSG00000163050	ADCK3	-0.108555001	0.09589012
ENSG00000163053	SLC16A14	-0.523972594	0.003922254
ENSG00000163064	EN1	0.414845859	0.012977496
ENSG00000163067	ZNF2	0.381044263	0.000705811
ENSG00000163069	SGCB	0.224170136	0.025475575
ENSG00000163071	SPATA18	1.368648379	2.75E-07
ENSG00000163072	NOSTRIN	-0.022155986	0.958360917
ENSG00000163082	SGPP2	-0.343856794	1.33E-01
ENSG00000163083	INHBB	-0.750930811	0.063781451
ENSG00000163093	BBS5	-0.296790004	0.098068736
ENSG00000163104	SMARCAD1	-0.259190735	0.000213227
ENSG00000163110	PDLIM5	-0.024025917	0.748961844
ENSG00000163113	OTUD7B	0.219084438	0.002815862
ENSG00000163125	RPRD2	0.031150384	0.625507128
ENSG00000163132	MSX1	-0.122441803	0.176003763
ENSG00000163138	PACRGL	-0.006384559	0.955035596
ENSG00000163155	LYSMD1	0.256406672	0.003644774
ENSG00000163156	SCNM1	-0.13728853	0.104600265
ENSG00000163159	VPS72	-0.074238048	0.198976664
ENSG00000163161	ERCC3	0.099188975	0.096736172
ENSG00000163162	RNF149	-0.36188019	9.52512E-05
ENSG00000163166	IWS1	-0.188316875	0.003833317
ENSG00000163170	BOLA3	-0.220957398	0.017241912
ENSG00000163171	CDC42EP3	0.5755114	7.24E-06
ENSG00000163191	S100A11	0.470712564	3.88237E-05
ENSG00000163214	DHX57	-0.267527634	4.05E-04
ENSG00000163235	TGFA	-0.19876058	0.629885602
ENSG00000163249	CCNYL1	0.631411382	6.60537E-05
ENSG00000163251	FZD5	-0.425697294	2.71022E-05
ENSG00000163257	DCAF16	-0.272994071	0.000211557
ENSG00000163273	NPPC	-0.482304025	0.054004023
ENSG00000163281	GNPDA2	0.41528366	0.000426706
ENSG00000163291	PAQR3	0.402756015	7.72398E-05
ENSG00000163293	NIPAL1	0.277665248	0.019070854
ENSG00000163297	ANTXR2	0.433602617	2.39141E-05
ENSG00000163312	HELQ	0.066418663	0.527574783
ENSG00000163319	MRPS18C	-0.248614454	0.022348071
ENSG00000163320	CGGBP1	-0.369194036	0.00012904
ENSG00000163322	FAM175A	-0.089432731	0.573442442
ENSG00000163328	GPR155	-0.676602361	0.000056075
ENSG00000163344	PMVK	-0.854051744	5.24997E-05
ENSG00000163346	PBXIP1	0.749875666	5.90E-08
ENSG00000163347	CLDN1	0.115656638	0.654326583
ENSG00000163348	PYGO2	0.058020409	3.59E-01
ENSG00000163349	HIPK1	0.209321126	0.000766335
ENSG00000163362	C1orf106	-0.339419748	0.097024778
ENSG00000163364	LINC01116	-0.300286487	0.221513872
ENSG00000163374	YY1AP1	0.364066224	6.04699E-05
ENSG00000163376	KBTBD8	-1.104517538	7.52E-10
ENSG00000163378	EOGT	0.193937219	0.025664833
ENSG00000163382	APOA1BP	0.004063527	9.49E-01
ENSG00000163386	NBPF10	0.40260055	0.000591938
ENSG00000163389	POGLUT1	0.001799007	0.986728678
ENSG00000163393	SLC22A15	0.238744112	0.248856027
ENSG00000163399	ATP1A1	-0.07905413	0.330092632
ENSG00000163412	EIF4E3	0.85964211	1.85E-07
ENSG00000163421	PROK2	0.314349384	0.216138119
ENSG00000163428	LRRC58	-0.527476936	7.23E-07
ENSG00000163430	FSTL1	0.034832857	0.498508331
ENSG00000163431	LMOD1	1.122118997	1.63E-06
ENSG00000163444	TMEM183A	-0.018958015	0.737136841
ENSG00000163463	KRTCAP2	0.31790644	6.59E-02
ENSG00000163466	ARPC2	-0.153970033	0.00586335
ENSG00000163467	TSACC	-0.52512728	0.024725936
ENSG00000163468	CCT3	-0.656165549	1.42E-11
ENSG00000163472	TMEM79	0.28665112	0.134646893
ENSG00000163479	SSR2	-0.069773174	2.11E-01
ENSG00000163481	RNF25	-0.296782645	0.001277105
ENSG00000163482	STK36	0.1072125	0.162510911
ENSG00000163485	ADORA1	0.62139441	0.006431302
ENSG00000163486	SRGAP2	0.377975194	3.94379E-05
ENSG00000163491	NEK10	-0.122268891	0.482973033
ENSG00000163507	KIAA1524	-0.198877959	0.003484592
ENSG00000163508	EOMES	-0.347877648	0.074795158
ENSG00000163510	CWC22	-0.174477803	0.036226599
ENSG00000163512	AZI2	0.192852526	0.014955315
ENSG00000163513	TGFBR2	-0.205946271	0.059705289
ENSG00000163516	ANKZF1	0.275970134	0.003062735
ENSG00000163517	HDAC11	0.530019032	0.000591507
ENSG00000163521	GLB1L	0.570423637	0.000599073
ENSG00000163527	STT3B	-0.207873588	0.000547997
ENSG00000163528	CHCHD4	-0.86160758	1.45E-08
ENSG00000163531	NFASC	1.287657149	4.99E-06
ENSG00000163535	SGOL2	-0.09127064	2.70E-01
ENSG00000163536	SERPINI1	-0.300368495	9.65E-02
ENSG00000163539	CLASP2	-0.110532033	0.052005415
ENSG00000163541	SUCLG1	-0.141362357	0.031556897
ENSG00000163545	NUAK2	0.858918157	0.0006077
ENSG00000163558	PRKCI	-0.035907472	0.647376583
ENSG00000163577	EIF5A2	1.531423295	4.62E-08
ENSG00000163584	RPL22L1	-1.070328053	1.28E-08
ENSG00000163590	PPM1L	0.172050786	2.30E-02
ENSG00000163596	ICA1L	0.206880844	7.62E-02
ENSG00000163597	SNHG16	0.040674307	0.467629782
ENSG00000163602	RYBP	-0.026740395	0.78222616
ENSG00000163605	PPP4R2	0.051963987	0.490801767
ENSG00000163607	GTPBP8	-0.061412545	0.421720143
ENSG00000163608	C3orf17	0.185505563	0.00871763
ENSG00000163611	SPICE1	0.437778303	1.38528E-05
ENSG00000163617	KIAA1407	0.110164748	0.700342954
ENSG00000163623	NKX6-1	0.251660842	0.054185316
ENSG00000163624	CDS1	0.386431029	9.45113E-05
ENSG00000163625	WDFY3	0.413883162	3.41569E-05
ENSG00000163626	COX18	-0.624304196	4.11E-06
ENSG00000163629	PTPN13	-0.024048695	0.69589427
ENSG00000163633	C4orf36	0.086167971	7.92E-01
ENSG00000163634	THOC7	-0.192911096	0.007457645
ENSG00000163635	ATXN7	0.311954297	0.000419207
ENSG00000163636	PSMD6	-0.248142508	7.51672E-05
ENSG00000163637	PRICKLE2	0.690092681	0.001791209
ENSG00000163638	ADAMTS9	-0.097107709	0.384124759
ENSG00000163644	PPM1K	0.135406767	0.074765633
ENSG00000163655	GMPS	-0.213677463	0.000619626
ENSG00000163659	TIPARP	-0.056291461	0.385393409
ENSG00000163660	CCNL1	-0.120599896	0.153916794
ENSG00000163681	SLMAP	-0.001830254	0.978234497
ENSG00000163682	RPL9	-0.404040822	8.89E-08
ENSG00000163683	SMIM14	-0.82654349	6.55E-06
ENSG00000163684	RPP14	0.16845669	1.10E-02
ENSG00000163686	ABHD6	-0.041678711	6.91E-01
ENSG00000163689	C3orf67	0.020876473	0.904888811
ENSG00000163694	RBM47	0.719175335	2.13E-06
ENSG00000163697	APBB2	0.628046404	1.21E-06
ENSG00000163702	IL17RC	0.956160952	1.22E-05
ENSG00000163703	CRELD1	0.395460494	3.96E-03
ENSG00000163704	PRRT3	1.214167788	1.08E-06
ENSG00000163710	PCOLCE2	-0.072279485	0.380104559
ENSG00000163714	U2SURP	-0.37572583	2.34E-06
ENSG00000163719	MTMR14	-0.23077597	0.004471109
ENSG00000163728	TTC14	-0.370372286	1.37E-04
ENSG00000163738	MTHFD2L	-0.16184669	0.303095015
ENSG00000163743	RCHY1	-0.432878157	0.000364994
ENSG00000163754	GYG1	0.028399288	0.740007038
ENSG00000163755	HPS3	-0.506874548	5.50E-06
ENSG00000163781	TOPBP1	-0.007410911	0.899341297
ENSG00000163785	RYK	-0.869822808	5.19E-10
ENSG00000163788	SNRK	0.107448752	0.148404802
ENSG00000163795	ZNF513	0.493547772	1.40E-04
ENSG00000163798	SLC4A1AP	-0.038322666	0.527500245
ENSG00000163807	KIAA1143	-0.236658468	0.000999391
ENSG00000163808	KIF15	-0.04250859	0.535708282
ENSG00000163811	WDR43	-0.588488448	4.42E-09
ENSG00000163812	ZDHHC3	0.185640768	0.004667078
ENSG00000163818	LZTFL1	-0.156534022	8.32E-02
ENSG00000163820	FYCO1	-0.37656553	0.000371339
ENSG00000163832	ELP6	-0.332298461	9.50423E-05
ENSG00000163840	DTX3L	-0.003014953	0.978234497
ENSG00000163848	ZNF148	-0.019308448	0.82142534
ENSG00000163866	SMIM12	0.068171079	0.342997428
ENSG00000163867	ZMYM6	-0.077257124	0.500261954
ENSG00000163870	TPRA1	0.390356255	3.23245E-05
ENSG00000163872	YEATS2	0.064102438	0.273907579
ENSG00000163874	ZC3H12A	0.425701533	0.018340963
ENSG00000163875	MEAF6	-0.179242852	0.017660981
ENSG00000163877	SNIP1	0.028262707	0.738329586
ENSG00000163882	POLR2H	-0.178368431	0.004761365
ENSG00000163884	KLF15	-0.107202536	0.37766766
ENSG00000163888	CAMK2N2	-0.156807433	0.672942741
ENSG00000163900	TMEM41A	-0.675423412	3.83E-07
ENSG00000163902	RPN1	-0.290677351	3.1862E-06
ENSG00000163904	SENP2	0.080728982	1.91E-01
ENSG00000163909	HEYL	0.467645772	0.003961705
ENSG00000163913	IFT122	0.145124847	0.138353996
ENSG00000163918	RFC4	-0.179120578	0.031413956
ENSG00000163923	RPL39L	-0.673207994	7.89E-07
ENSG00000163930	BAP1	0.106072144	0.048964755
ENSG00000163931	TKT	-0.182970492	8.95E-04
ENSG00000163932	PRKCD	0.566729139	0.01580316
ENSG00000163933	RFT1	-0.191516844	0.040695264
ENSG00000163935	SFMBT1	-0.124926688	0.081534067
ENSG00000163938	GNL3	-0.67589772	3.83E-10
ENSG00000163939	PBRM1	-0.043150868	0.480617905
ENSG00000163945	UVSSA	-0.067236506	6.21E-01
ENSG00000163946	FAM208A	-1.253400149	7.43E-13
ENSG00000163947	ARHGEF3	0.442752074	0.000310527
ENSG00000163950	SLBP	-0.065990407	2.79E-01
ENSG00000163956	LRPAP1	0.170250442	0.005979739
ENSG00000163959	SLC51A	0.45013871	0.198943601
ENSG00000163960	UBXN7	0.145081559	0.082152427
ENSG00000163961	RNF168	-0.014839742	0.821465758
ENSG00000163964	PIGX	0.123631117	0.104012919
ENSG00000163975	MFI2	0.684481335	0.000142566
ENSG00000163995	ABLIM2	0.636260882	0.031751775
ENSG00000164002	EXO5	0.038798664	0.862545965
ENSG00000164008	C1orf50	0.131092705	0.320022051
ENSG00000164010	ERMAP	-0.13237175	0.446485923
ENSG00000164011	ZNF691	-0.203705443	0.063006804
ENSG00000164022	AIMP1	-0.263051912	0.000734008
ENSG00000164023	SGMS2	0.094113674	0.30619369
ENSG00000164024	METAP1	-0.341110008	3.03237E-05
ENSG00000164031	DNAJB14	-0.197019838	0.129485565
ENSG00000164032	H2AFZ	-0.254674467	5.27057E-05
ENSG00000164038	SLC9B2	0.323818096	0.002162054
ENSG00000164039	BDH2	-0.511050929	0.000124274
ENSG00000164040	PGRMC2	-0.100889839	0.374949316
ENSG00000164045	CDC25A	-0.130883996	0.012340302
ENSG00000164048	ZNF589	-0.042552436	0.567225061
ENSG00000164050	PLXNB1	1.053929596	1.65218E-05
ENSG00000164051	CCDC51	-0.514518631	3.37E-06
ENSG00000164053	ATRIP	-0.305865257	0.000878266
ENSG00000164054	SHISA5	-0.119028824	4.02E-02
ENSG00000164056	SPRY1	-0.270692187	0.040551935
ENSG00000164061	BSN	0.356118587	0.005468164
ENSG00000164062	APEH	0.231400353	0.001569118
ENSG00000164066	INTU	-0.347219146	2.76716E-05
ENSG00000164068	RNF123	0.587106195	7.73E-07
ENSG00000164070	HSPA4L	-0.615561349	7.84E-09
ENSG00000164073	MFSD8	0.110956611	1.44E-01
ENSG00000164074	C4orf29	-0.17080021	5.34E-02
ENSG00000164076	CAMKV	-0.090029896	0.514278482
ENSG00000164077	MON1A	0.090441746	0.211535648
ENSG00000164080	RAD54L2	0.247472906	0.000259479
ENSG00000164081	TEX264	-0.758104736	9.54E-09
ENSG00000164086	DUSP7	-0.133239207	0.109023018
ENSG00000164087	POC1A	-0.365998447	3.11E-03
ENSG00000164088	PPM1M	0.370566175	0.06654315
ENSG00000164091	WDR82	0.194612234	0.000680181
ENSG00000164093	PITX2	0.278811955	0.00682163
ENSG00000164096	C4orf3	0.21141464	0.009829375
ENSG00000164099	PRSS12	0.320147828	0.000806561
ENSG00000164104	HMGB2	0.307225137	0.000041723
ENSG00000164105	SAP30	0.013098771	0.887352681
ENSG00000164107	HAND2	0.269488608	0.328740866
ENSG00000164109	MAD2L1	-0.320497828	0.000077952
ENSG00000164111	ANXA5	0.125277119	0.010842088
ENSG00000164114	MAP9	-0.088486925	0.293092728
ENSG00000164116	GUCY1A3	0.109623888	0.270158273
ENSG00000164117	FBXO8	0.352313088	0.003841798
ENSG00000164118	CEP44	0.124610696	0.162400952
ENSG00000164120	HPGD	0.450907534	0.022742289
ENSG00000164124	TMEM144	0.574132591	0.000026056
ENSG00000164134	NAA15	-0.343226618	1.94E-06
ENSG00000164142	FAM160A1	0.16653949	0.223384809
ENSG00000164144	ARFIP1	0.104205862	2.07E-01
ENSG00000164151	KIAA0947	-0.20988132	0.00074744
ENSG00000164161	HHIP	0.246650315	0.212349876
ENSG00000164162	ANAPC10	-0.134067548	0.190224701
ENSG00000164163	ABCE1	-0.550509638	2.84E-08
ENSG00000164164	OTUD4	-0.65137929	3.04E-08
ENSG00000164167	LSM6	-0.45340298	1.15E-04
ENSG00000164168	TMEM184C	-0.004180189	9.55E-01
ENSG00000164169	PRMT10	-0.003883264	0.967512288
ENSG00000164171	ITGA2	-0.248826889	0.014300955
ENSG00000164172	MOCS2	-0.251610702	0.000608559
ENSG00000164176	EDIL3	0.96488052	1.16101E-05
ENSG00000164180	TMEM161B	-0.455021282	4.98697E-05
ENSG00000164181	ELOVL7	-0.100598206	0.436333277
ENSG00000164182	NDUFAF2	-0.264579213	0.001856248
ENSG00000164187	LMBRD2	0.29759056	0.003832548
ENSG00000164190	NIPBL	0.193193293	0.028783322
ENSG00000164199	GPR98	0.7668726	4.02E-09
ENSG00000164209	SLC25A46	-0.148555881	0.12738417
ENSG00000164211	STARD4	0.821209083	2.20E-08
ENSG00000164219	PGGT1B	-0.152188493	0.169203891
ENSG00000164221	CCDC112	-0.142691656	1.77E-01
ENSG00000164236	ANKRD33B	0.324218048	0.236717998
ENSG00000164237	CMBL	0.309236635	0.044702813
ENSG00000164241	C5orf63	-0.029589494	0.862381054
ENSG00000164244	PRRC1	-0.376471084	0.00013596
ENSG00000164251	F2RL1	0.017162196	0.880726104
ENSG00000164252	AGGF1	-0.27549253	0.000270622
ENSG00000164253	WDR41	-0.082019104	0.160143894
ENSG00000164258	NDUFS4	-0.187098793	0.01695889
ENSG00000164284	GRPEL2	-0.81100755	5.74E-10
ENSG00000164291	ARSK	0.451196288	0.000400322
ENSG00000164292	RHOBTB3	0.171659875	1.26E-02
ENSG00000164294	GPX8	-0.369901749	3.65718E-05
ENSG00000164296	TIGD6	0.536337042	0.00082358
ENSG00000164300	SERINC5	-0.305174383	0.082651391
ENSG00000164305	CASP3	0.047767322	0.471416542
ENSG00000164306	PRIMPOL	-0.206327967	0.07766978
ENSG00000164307	ERAP1	0.26743629	0.00701727
ENSG00000164308	ERAP2	0.913902927	3.78E-07
ENSG00000164309	CMYA5	0.185487707	0.492925503
ENSG00000164318	EGFLAM	-0.41557918	6.25E-02
ENSG00000164323	KIAA1430	-0.359555639	0.000641963
ENSG00000164327	RICTOR	0.127706991	0.055052993
ENSG00000164329	PAPD4	-0.887519798	1.71E-09
ENSG00000164330	EBF1	1.299993356	0.000295654
ENSG00000164331	ANKRA2	-0.71229729	2.93E-05
ENSG00000164332	UBLCP1	-0.497260373	9.92E-07
ENSG00000164338	UTP15	-1.040392368	2.34E-11
ENSG00000164346	NSA2	-0.211827311	3.31E-03
ENSG00000164347	GFM2	0.06627727	2.91E-01
ENSG00000164362	TERT	-0.849960479	0.007780751
ENSG00000164366	CCDC127	-0.252191723	0.003353574
ENSG00000164398	ACSL6	0.789408806	8.27E-06
ENSG00000164402	8-Sep-16	-0.10156638	0.044940063
ENSG00000164403	SHROOM1	-0.29053414	8.22E-02
ENSG00000164405	UQCRQ	-0.03068037	0.568975487
ENSG00000164406	LEAP2	-0.467653326	0.137934758
ENSG00000164414	SLC35A1	0.30636331	0.04641385
ENSG00000164438	TLX3	1.066588523	0.004269975
ENSG00000164442	CITED2	0.386011336	3.76747E-05
ENSG00000164463	CREBRF	0.297367782	0.009646247
ENSG00000164465	DCBLD1	-0.526596596	4.04E-06
ENSG00000164466	SFXN1	-0.513344239	1.20E-08
ENSG00000164494	PDSS2	-0.032622184	7.66E-01
ENSG00000164506	STXBP5	-0.027931813	7.79E-01
ENSG00000164532	TBX20	-0.297698282	0.145787351
ENSG00000164535	DAGLB	-0.049447229	0.622706722
ENSG00000164542	KIAA0895	-0.110612024	0.223385903
ENSG00000164543	STK17A	0.561306062	7.98E-07
ENSG00000164548	TRA2A	0.220294182	0.002378891
ENSG00000164574	GALNT10	-0.063414104	5.34E-01
ENSG00000164576	SAP30L	0.191352269	0.014464769
ENSG00000164587	RPS14	-0.404619997	9.36E-09
ENSG00000164597	COG5	-0.138998508	0.057740261
ENSG00000164603	C7orf60	-0.604406198	1.08E-05
ENSG00000164604	GPR85	0.338759243	0.095874204
ENSG00000164609	SLU7	0.107596387	0.061614426
ENSG00000164610	RP9	-0.135836794	0.312061821
ENSG00000164611	PTTG1	-0.072946018	0.214768397
ENSG00000164615	CAMLG	0.024935443	0.78309046
ENSG00000164616	FBXL21	-0.2125714	0.256870232
ENSG00000164619	BMPER	0.49932172	0.002374646
ENSG00000164620	RELL2	0.590725657	0.004774822
ENSG00000164626	KCNK5	-0.441763632	0.000789635
ENSG00000164627	KIF6	-0.317431836	0.211364316
ENSG00000164631	ZNF12	-0.1712247	0.024084868
ENSG00000164638	SLC29A4	0.143612086	0.186514601
ENSG00000164647	STEAP1	-0.268572587	0.037225184
ENSG00000164649	CDCA7L	0.108029254	0.138970325
ENSG00000164651	SP8	0.210263165	0.418590954
ENSG00000164654	MIOS	-0.242789528	0.003751158
ENSG00000164659	KIAA1324L	0.492940044	2.12574E-05
ENSG00000164663	USP49	0.383612207	0.004356012
ENSG00000164683	HEY1	-0.439251355	2.47E-07
ENSG00000164684	ZNF704	-0.049653008	0.469639293
ENSG00000164687	FABP5	-0.997462076	1.48E-04
ENSG00000164695	CHMP4C	-0.127057165	0.606099828
ENSG00000164707	SLC13A4	0.049484449	0.851065395
ENSG00000164713	BRI3	0.156310425	0.171344755
ENSG00000164715	LMTK2	-0.008674392	0.896689981
ENSG00000164733	CTSB	0.456243312	9.95E-07
ENSG00000164741	DLC1	0.402403693	4.82E-06
ENSG00000164742	ADCY1	0.48064974	2.17E-05
ENSG00000164743	C8orf48	0.810428693	2.42E-03
ENSG00000164749	HNF4G	-0.257268769	0.427022697
ENSG00000164751	PEX2	-0.720914029	1.05E-06
ENSG00000164754	RAD21	0.024935444	0.651267717
ENSG00000164758	MED30	-1.077331596	7.01E-06
ENSG00000164776	PHKG1	0.808680091	0.012357194
ENSG00000164778	EN2	-0.206541472	1.19E-01
ENSG00000164808	SPIDR	0.119504383	0.121592935
ENSG00000164815	ORC5	-0.199831958	0.015613105
ENSG00000164818	HEATR2	-0.809554966	1.12E-09
ENSG00000164823	OSGIN2	-0.134881217	0.165439138
ENSG00000164828	SUN1	-0.024893227	7.03E-01
ENSG00000164830	OXR1	0.17589626	0.015989228
ENSG00000164841	TMEM74	0.075708242	0.747053287
ENSG00000164845	FAM86FP	-0.559368642	0.042285866
ENSG00000164850	GPER1	0.208677127	0.498110318
ENSG00000164877	MICALL2	-0.004130654	0.987750304
ENSG00000164880	INTS1	0.386694756	1.18491E-05
ENSG00000164885	CDK5	0.21819927	0.004278078
ENSG00000164889	SLC4A2	0.634935276	2.37E-09
ENSG00000164896	FASTK	0.404070044	0.000012382
ENSG00000164897	TMUB1	0.060437281	4.45E-01
ENSG00000164898	C7orf55	-0.41412837	0.003729144
ENSG00000164900	GBX1	0.506150049	0.105496378
ENSG00000164902	PHAX	-0.213047679	0.001612864
ENSG00000164904	ALDH7A1	0.014352219	0.870758833
ENSG00000164916	FOXK1	-0.15028048	0.026160548
ENSG00000164919	COX6C	0.125628445	0.052437979
ENSG00000164920	OSR2	0.245246727	0.068601921
ENSG00000164924	YWHAZ	0.070619865	0.277671191
ENSG00000164930	FZD6	-1.323710491	6.58E-11
ENSG00000164933	SLC25A32	-0.655663587	3.07E-07
ENSG00000164934	DCAF13	-0.117590541	5.06E-02
ENSG00000164938	TP53INP1	-0.620073269	5.85E-05
ENSG00000164941	INTS8	-0.006852471	0.917140223
ENSG00000164944	KIAA1429	-0.327763466	1.05714E-05
ENSG00000164949	GEM	-0.176780638	0.465879786
ENSG00000164951	PDP1	0.028212779	0.772961829
ENSG00000164953	TMEM67	-0.226065912	0.071514434
ENSG00000164961	KIAA0196	-0.337239254	2.21818E-05
ENSG00000164967	RPP25L	-0.726271048	1.23E-07
ENSG00000164970	FAM219A	1.026380545	8.39E-11
ENSG00000164975	SNAPC3	0.162305739	1.28E-02
ENSG00000164976	KIAA1161	0.502167263	6.96E-04
ENSG00000164978	NUDT2	-0.113963484	0.266497746
ENSG00000164983	TMEM65	-0.763536402	1.06E-06
ENSG00000164985	PSIP1	0.146623414	0.009616492
ENSG00000164989	CCDC171	0.249597797	5.36E-02
ENSG00000165006	UBAP1	0.068848196	0.368610626
ENSG00000165025	SYK	-0.04049436	0.625476101
ENSG00000165030	NFIL3	0.02193683	0.874634388
ENSG00000165046	LETM2	-0.232548971	0.187500423
ENSG00000165055	METTL2B	0.004821175	0.950478453
ENSG00000165060	FXN	-0.077456551	0.551142229
ENSG00000165084	C8orf34	-0.302748924	0.187989336
ENSG00000165092	ALDH1A1	-0.365483013	0.243289475
ENSG00000165097	KDM1B	-0.290619099	0.001096864
ENSG00000165102	HGSNAT	-0.650787229	1.50E-06
ENSG00000165105	RASEF	-0.146411592	0.026028439
ENSG00000165113	GKAP1	0.207226114	8.33E-02
ENSG00000165115	KIF27	-0.083104761	0.632417487
ENSG00000165118	C9orf64	-0.203005154	0.013167109
ENSG00000165119	HNRNPK	-0.291558282	6.25E-07
ENSG00000165121	RP11-213G2.3	0.484633832	0.005783129
ENSG00000165124	SVEP1	0.397040786	2.15E-02
ENSG00000165138	ANKS6	-0.429242456	1.42617E-05
ENSG00000165152	TMEM246	-0.168918237	0.044295346
ENSG00000165156	ZHX1	0.363662156	9.10E-06
ENSG00000165168	CYBB	0.022314508	0.959523102
ENSG00000165169	DYNLT3	0.496522033	1.34E-04
ENSG00000165175	MID1IP1	-0.391338389	3.41788E-05
ENSG00000165185	KIAA1958	0.210355993	0.028013635
ENSG00000165194	PCDH19	0.400903966	0.009228689
ENSG00000165195	PIGA	-0.203962108	0.01159517
ENSG00000165209	STRBP	0.078032342	0.249357661
ENSG00000165219	GAPVD1	-0.158044691	0.003507035
ENSG00000165233	C9orf89	0.345045787	0.007781759
ENSG00000165238	WNK2	-0.010303639	0.938831279
ENSG00000165240	ATP7A	0.488065503	1.10E-06
ENSG00000165244	ZNF367	-0.310389016	0.002331679
ENSG00000165264	NDUFB6	-0.198697082	3.30E-03
ENSG00000165271	NOL6	-0.786857236	3.14E-10
ENSG00000165275	TRMT10B	0.087987917	0.47440849
ENSG00000165280	VCP	0.432228358	3.26E-09
ENSG00000165282	PIGO	-0.042919449	0.580157004
ENSG00000165283	STOML2	-1.055850905	2.04E-11
ENSG00000165288	BRWD3	-0.062305325	0.412264102
ENSG00000165300	SLITRK5	-0.170288598	1.57E-02
ENSG00000165304	MELK	0.038002433	0.523053645
ENSG00000165309	ARMC3	-0.571741915	0.102045841
ENSG00000165312	OTUD1	-1.148606692	2.20E-07
ENSG00000165322	ARHGAP12	0.270846047	0.000803615
ENSG00000165323	FAT3	0.734640315	1.57E-09
ENSG00000165338	HECTD2	0.019943445	0.857601217
ENSG00000165355	FBXO33	0.597605772	2.83E-06
ENSG00000165359	DDX26B	0.212763004	0.010088027
ENSG00000165388	ZNF488	-0.249259482	2.08E-01
ENSG00000165389	SPTSSA	-0.169401581	0.31280448
ENSG00000165392	WRN	-0.403787161	4.48788E-05
ENSG00000165406	8-Mar-16	0.297754775	0.000496476
ENSG00000165410	CFL2	-0.136104572	0.059795741
ENSG00000165416	SUGT1	-0.285527745	0.000109407
ENSG00000165417	GTF2A1	-0.834471836	2.16E-07
ENSG00000165424	ZCCHC24	0.337638503	0.001276604
ENSG00000165434	PGM2L1	0.390900858	8.73E-04
ENSG00000165449	SLC16A9	-0.987113194	1.92E-07
ENSG00000165458	INPPL1	0.434022021	3.00E-06
ENSG00000165474	GJB2	1.137491392	3.69E-04
ENSG00000165475	CRYL1	0.237123116	2.50E-01
ENSG00000165476	REEP3	-0.964757896	3.57E-08
ENSG00000165480	SKA3	0.004596774	0.959827979
ENSG00000165487	MICU2	-0.313443662	2.31E-04
ENSG00000165490	C11orf82	-0.433618979	1.70204E-05
ENSG00000165494	PCF11	0.081840821	0.185441168
ENSG00000165495	PKNOX2	0.752471378	6.21E-06
ENSG00000165501	LRR1	-0.123239654	0.115605986
ENSG00000165502	RPL36AL	-0.318042105	8.17E-06
ENSG00000165506	DNAAF2	-0.249763909	0.004229022
ENSG00000165507	C10orf10	-1.281435822	7.67E-06
